date	mission	device_type	device_status	hash
210625154056	CLNM	rocket	good	MjEwNjI1MTU0MDU2Q0xOTXJvY2tldGdvb2QyNTQyMQo=
210625154056	CLNM	engine	excellent	MjEwNjI1MTU0MDU2Q0xOTWVuZ2luZWV4Y2VsbGVudDI3OTc2Cg==
210625154056	CLNM	spaceship	faulty	MjEwNjI1MTU0MDU2Q0xOTXNwYWNlc2hpcGZhdWx0eTIxMjg5Cg==
210625154056	CLNM	telescope	unknown	MjEwNjI1MTU0MDU2Q0xOTXRlbGVzY29wZXVua25vd24yMTg0Nwo=
210625154056	CLNM	space_prob	excellent	MjEwNjI1MTU0MDU2Q0xOTXNwYWNlX3Byb2JleGNlbGxlbnQ1ODAzCg==
210625154056	CLNM	rocket	excellent	MjEwNjI1MTU0MDU2Q0xOTXJvY2tldGV4Y2VsbGVudDc3ODkK
210625154056	CLNM	engine	unknown	MjEwNjI1MTU0MDU2Q0xOTWVuZ2luZXVua25vd24xNTg4OAo=
210625154056	CLNM	rocket	unknown	MjEwNjI1MTU0MDU2Q0xOTXJvY2tldHVua25vd244NTcxCg==
210625154056	CLNM	engine	killed	MjEwNjI1MTU0MDU2Q0xOTWVuZ2luZWtpbGxlZDMyNTY4Cg==
210625154056	CLNM	satellite	faulty	MjEwNjI1MTU0MDU2Q0xOTXNhdGVsbGl0ZWZhdWx0eTMyMgo=
210625154056	CLNM	satellite	killed	MjEwNjI1MTU0MDU2Q0xOTXNhdGVsbGl0ZWtpbGxlZDE1MzA1Cg==
210625154056	CLNM	telescope	good	MjEwNjI1MTU0MDU2Q0xOTXRlbGVzY29wZWdvb2Q1MzA2Cg==
210625154056	CLNM	engine	warning	MjEwNjI1MTU0MDU2Q0xOTWVuZ2luZXdhcm5pbmcyNzMzMAo=
210625154056	CLNM	engine	faulty	MjEwNjI1MTU0MDU2Q0xOTWVuZ2luZWZhdWx0eTEzMjE0Cg==
210625154056	CLNM	engine	faulty	MjEwNjI1MTU0MDU2Q0xOTWVuZ2luZWZhdWx0eTIzNTA5Cg==
210625154056	GALXONE	telescope	faulty	MjEwNjI1MTU0MDU2R0FMWE9ORXRlbGVzY29wZWZhdWx0eTMxNjg5Cg==
210625154056	GALXONE	space_prob	killed	MjEwNjI1MTU0MDU2R0FMWE9ORXNwYWNlX3Byb2JraWxsZWQ0MDkyCg==
210625154056	GALXONE	rocket	warning	MjEwNjI1MTU0MDU2R0FMWE9ORXJvY2tldHdhcm5pbmcxNTEwNQo=
210625154056	GALXONE	space_prob	faulty	MjEwNjI1MTU0MDU2R0FMWE9ORXNwYWNlX3Byb2JmYXVsdHkyMjQ1NAo=
210625154056	GALXONE	satellite	excellent	MjEwNjI1MTU0MDU2R0FMWE9ORXNhdGVsbGl0ZWV4Y2VsbGVudDE0MzEwCg==
210625154056	GALXONE	satellite	good	MjEwNjI1MTU0MDU2R0FMWE9ORXNhdGVsbGl0ZWdvb2QzMTc2NAo=
210625154056	GALXONE	engine	good	MjEwNjI1MTU0MDU2R0FMWE9ORWVuZ2luZWdvb2QyNTY5Mgo=
210625154056	GALXONE	telescope	excellent	MjEwNjI1MTU0MDU2R0FMWE9ORXRlbGVzY29wZWV4Y2VsbGVudDMxNTkyCg==
210625154056	GALXONE	rocket	excellent	MjEwNjI1MTU0MDU2R0FMWE9ORXJvY2tldGV4Y2VsbGVudDE1MTkyCg==
210625154056	GALXONE	spaceship	unknown	MjEwNjI1MTU0MDU2R0FMWE9ORXNwYWNlc2hpcHVua25vd245ODgyCg==
210625154056	GALXONE	engine	faulty	MjEwNjI1MTU0MDU2R0FMWE9ORWVuZ2luZWZhdWx0eTE3MzMzCg==
210625154056	GALXONE	engine	unknown	MjEwNjI1MTU0MDU2R0FMWE9ORWVuZ2luZXVua25vd243MzkxCg==
210625154056	GALXONE	telescope	excellent	MjEwNjI1MTU0MDU2R0FMWE9ORXRlbGVzY29wZWV4Y2VsbGVudDMyMzk4Cg==
210625154056	GALXONE	space_prob	faulty	MjEwNjI1MTU0MDU2R0FMWE9ORXNwYWNlX3Byb2JmYXVsdHkxNDM2NAo=
210625154056	GALXONE	space_prob	warning	MjEwNjI1MTU0MDU2R0FMWE9ORXNwYWNlX3Byb2J3YXJuaW5nMTUwNjYK
210625154056	GALXONE	satellite	faulty	MjEwNjI1MTU0MDU2R0FMWE9ORXNhdGVsbGl0ZWZhdWx0eTE5MTU3Cg==
210625154056	GALXONE	rocket	killed	MjEwNjI1MTU0MDU2R0FMWE9ORXJvY2tldGtpbGxlZDIzNzYxCg==
210625154056	GALXONE	telescope	killed	MjEwNjI1MTU0MDU2R0FMWE9ORXRlbGVzY29wZWtpbGxlZDMwOTcyCg==
210625154056	GALXONE	satellite	excellent	MjEwNjI1MTU0MDU2R0FMWE9ORXNhdGVsbGl0ZWV4Y2VsbGVudDIxNDEzCg==
210625154056	GALXONE	engine	warning	MjEwNjI1MTU0MDU2R0FMWE9ORWVuZ2luZXdhcm5pbmcyOTU4NQo=
210625154056	GALXONE	satellite	unknown	MjEwNjI1MTU0MDU2R0FMWE9ORXNhdGVsbGl0ZXVua25vd24yMTU2Mwo=
210625154056	GALXONE	engine	killed	MjEwNjI1MTU0MDU2R0FMWE9ORWVuZ2luZWtpbGxlZDE2MTc5Cg==
210625154056	GALXONE	engine	killed	MjEwNjI1MTU0MDU2R0FMWE9ORWVuZ2luZWtpbGxlZDIzNzYK
210625154056	GALXONE	telescope	unknown	MjEwNjI1MTU0MDU2R0FMWE9ORXRlbGVzY29wZXVua25vd244NzI5Cg==
210625154056	GALXONE	engine	unknown	MjEwNjI1MTU0MDU2R0FMWE9ORWVuZ2luZXVua25vd24yMjM2MAo=
210625154056	GALXONE	space_prob	excellent	MjEwNjI1MTU0MDU2R0FMWE9ORXNwYWNlX3Byb2JleGNlbGxlbnQyMTg5Cg==
210625154056	ORBONE	satellite	unknown	MjEwNjI1MTU0MDU2T1JCT05Fc2F0ZWxsaXRldW5rbm93bjUyMAo=
210625154056	ORBONE	space_prob	faulty	MjEwNjI1MTU0MDU2T1JCT05Fc3BhY2VfcHJvYmZhdWx0eTMxMTM5Cg==
210625154056	ORBONE	telescope	good	MjEwNjI1MTU0MDU2T1JCT05FdGVsZXNjb3BlZ29vZDk2ODAK
210625154056	ORBONE	engine	killed	MjEwNjI1MTU0MDU2T1JCT05FZW5naW5la2lsbGVkMjI1MTEK
210625154056	ORBONE	rocket	killed	MjEwNjI1MTU0MDU2T1JCT05Fcm9ja2V0a2lsbGVkMTgzNjkK
210625154056	ORBONE	rocket	warning	MjEwNjI1MTU0MDU2T1JCT05Fcm9ja2V0d2FybmluZzE0MjYxCg==
210625154056	ORBONE	telescope	killed	MjEwNjI1MTU0MDU2T1JCT05FdGVsZXNjb3Bla2lsbGVkMTY4NzYK
210625154056	ORBONE	space_prob	killed	MjEwNjI1MTU0MDU2T1JCT05Fc3BhY2VfcHJvYmtpbGxlZDM5MAo=
210625154056	ORBONE	satellite	killed	MjEwNjI1MTU0MDU2T1JCT05Fc2F0ZWxsaXRla2lsbGVkMzIwNjUK
210625154056	ORBONE	satellite	warning	MjEwNjI1MTU0MDU2T1JCT05Fc2F0ZWxsaXRld2FybmluZzE2OTg1Cg==
210625154056	ORBONE	rocket	excellent	MjEwNjI1MTU0MDU2T1JCT05Fcm9ja2V0ZXhjZWxsZW50MzE0NzgK
210625154056	ORBONE	satellite	good	MjEwNjI1MTU0MDU2T1JCT05Fc2F0ZWxsaXRlZ29vZDMxNzQK
210625154056	ORBONE	spaceship	killed	MjEwNjI1MTU0MDU2T1JCT05Fc3BhY2VzaGlwa2lsbGVkMjMzMTYK
210625154056	ORBONE	satellite	warning	MjEwNjI1MTU0MDU2T1JCT05Fc2F0ZWxsaXRld2FybmluZzY5OQo=
210625154056	ORBONE	engine	good	MjEwNjI1MTU0MDU2T1JCT05FZW5naW5lZ29vZDg5NjUK
210625154056	ORBONE	space_prob	good	MjEwNjI1MTU0MDU2T1JCT05Fc3BhY2VfcHJvYmdvb2QyMTU3Mwo=
210625154056	ORBONE	satellite	warning	MjEwNjI1MTU0MDU2T1JCT05Fc2F0ZWxsaXRld2FybmluZzE4OTI5Cg==
210625154056	ORBONE	engine	killed	MjEwNjI1MTU0MDU2T1JCT05FZW5naW5la2lsbGVkMTA4MAo=
210625154056	ORBONE	telescope	excellent	MjEwNjI1MTU0MDU2T1JCT05FdGVsZXNjb3BlZXhjZWxsZW50MjY1NDMK
210625154056	ORBONE	spaceship	warning	MjEwNjI1MTU0MDU2T1JCT05Fc3BhY2VzaGlwd2FybmluZzE0MzMK
210625154056	ORBONE	engine	unknown	MjEwNjI1MTU0MDU2T1JCT05FZW5naW5ldW5rbm93bjc3MDQK
210625154056	ORBONE	spaceship	good	MjEwNjI1MTU0MDU2T1JCT05Fc3BhY2VzaGlwZ29vZDE3NzUxCg==
210625154056	ORBONE	rocket	excellent	MjEwNjI1MTU0MDU2T1JCT05Fcm9ja2V0ZXhjZWxsZW50ODk5MQo=
210625154056	ORBONE	space_prob	unknown	MjEwNjI1MTU0MDU2T1JCT05Fc3BhY2VfcHJvYnVua25vd24yODA4NAo=
210625154056	ORBONE	telescope	killed	MjEwNjI1MTU0MDU2T1JCT05FdGVsZXNjb3Bla2lsbGVkNTQ3OQo=
210625154056	ORBONE	rocket	faulty	MjEwNjI1MTU0MDU2T1JCT05Fcm9ja2V0ZmF1bHR5MjIwNTkK
210625154056	TMRS	telescope	warning	MjEwNjI1MTU0MDU2VE1SU3RlbGVzY29wZXdhcm5pbmcxMzU2Cg==
210625154056	TMRS	satellite	excellent	MjEwNjI1MTU0MDU2VE1SU3NhdGVsbGl0ZWV4Y2VsbGVudDI5MDM2Cg==
210625154056	TMRS	satellite	faulty	MjEwNjI1MTU0MDU2VE1SU3NhdGVsbGl0ZWZhdWx0eTM4NjUK
210625154056	TMRS	spaceship	good	MjEwNjI1MTU0MDU2VE1SU3NwYWNlc2hpcGdvb2Q3OTYwCg==
210625154056	TMRS	spaceship	warning	MjEwNjI1MTU0MDU2VE1SU3NwYWNlc2hpcHdhcm5pbmcyNDAyNQo=
210625154056	TMRS	satellite	excellent	MjEwNjI1MTU0MDU2VE1SU3NhdGVsbGl0ZWV4Y2VsbGVudDI2NjA1Cg==
210625154056	TMRS	engine	excellent	MjEwNjI1MTU0MDU2VE1SU2VuZ2luZWV4Y2VsbGVudDEzNDQK
210625154056	TMRS	spaceship	unknown	MjEwNjI1MTU0MDU2VE1SU3NwYWNlc2hpcHVua25vd24yODY1OAo=
210625154056	TMRS	space_prob	warning	MjEwNjI1MTU0MDU2VE1SU3NwYWNlX3Byb2J3YXJuaW5nMTY5ODEK
210625154056	TMRS	telescope	killed	MjEwNjI1MTU0MDU2VE1SU3RlbGVzY29wZWtpbGxlZDIyNTUyCg==
210625154056	TMRS	satellite	warning	MjEwNjI1MTU0MDU2VE1SU3NhdGVsbGl0ZXdhcm5pbmcxODQ4Cg==
210625154056	TMRS	satellite	excellent	MjEwNjI1MTU0MDU2VE1SU3NhdGVsbGl0ZWV4Y2VsbGVudDUwNzgK
210625154056	TMRS	rocket	killed	MjEwNjI1MTU0MDU2VE1SU3JvY2tldGtpbGxlZDk2MzMK
