date	mission	device_type	device_status	hash
210625154221	CLNM	telescope	good	MjEwNjI1MTU0MjIxQ0xOTXRlbGVzY29wZWdvb2QzMjMwMQo=
210625154221	CLNM	rocket	good	MjEwNjI1MTU0MjIxQ0xOTXJvY2tldGdvb2QzMDk3OAo=
210625154221	CLNM	telescope	killed	MjEwNjI1MTU0MjIxQ0xOTXRlbGVzY29wZWtpbGxlZDI5ODc4Cg==
210625154221	CLNM	space_prob	unknown	MjEwNjI1MTU0MjIxQ0xOTXNwYWNlX3Byb2J1bmtub3duMTYyNAo=
210625154221	CLNM	telescope	killed	MjEwNjI1MTU0MjIxQ0xOTXRlbGVzY29wZWtpbGxlZDMwNzA0Cg==
210625154221	CLNM	telescope	excellent	MjEwNjI1MTU0MjIxQ0xOTXRlbGVzY29wZWV4Y2VsbGVudDIzOTI5Cg==
210625154221	CLNM	rocket	unknown	MjEwNjI1MTU0MjIxQ0xOTXJvY2tldHVua25vd24xMTM4OQo=
210625154221	CLNM	engine	warning	MjEwNjI1MTU0MjIxQ0xOTWVuZ2luZXdhcm5pbmcxMTUxOAo=
210625154221	CLNM	rocket	good	MjEwNjI1MTU0MjIxQ0xOTXJvY2tldGdvb2QyNDA2Mwo=
210625154221	CLNM	engine	good	MjEwNjI1MTU0MjIxQ0xOTWVuZ2luZWdvb2Q0NTMzCg==
210625154221	CLNM	telescope	faulty	MjEwNjI1MTU0MjIxQ0xOTXRlbGVzY29wZWZhdWx0eTI2MTE0Cg==
210625154221	CLNM	space_prob	warning	MjEwNjI1MTU0MjIxQ0xOTXNwYWNlX3Byb2J3YXJuaW5nMjc3NzIK
210625154221	CLNM	satellite	unknown	MjEwNjI1MTU0MjIxQ0xOTXNhdGVsbGl0ZXVua25vd24xMTEzMgo=
210625154221	CLNM	spaceship	killed	MjEwNjI1MTU0MjIxQ0xOTXNwYWNlc2hpcGtpbGxlZDI3MDg4Cg==
210625154221	CLNM	engine	unknown	MjEwNjI1MTU0MjIxQ0xOTWVuZ2luZXVua25vd24xMjkzNAo=
210625154221	CLNM	spaceship	good	MjEwNjI1MTU0MjIxQ0xOTXNwYWNlc2hpcGdvb2QxMjA3Ngo=
210625154221	CLNM	engine	killed	MjEwNjI1MTU0MjIxQ0xOTWVuZ2luZWtpbGxlZDIzMjU1Cg==
210625154221	CLNM	spaceship	warning	MjEwNjI1MTU0MjIxQ0xOTXNwYWNlc2hpcHdhcm5pbmc0MjI1Cg==
210625154221	CLNM	satellite	killed	MjEwNjI1MTU0MjIxQ0xOTXNhdGVsbGl0ZWtpbGxlZDIwNzY5Cg==
210625154221	CLNM	engine	good	MjEwNjI1MTU0MjIxQ0xOTWVuZ2luZWdvb2QyNDc4Ngo=
210625154221	CLNM	telescope	unknown	MjEwNjI1MTU0MjIxQ0xOTXRlbGVzY29wZXVua25vd24xMDY1OQo=
210625154221	CLNM	satellite	good	MjEwNjI1MTU0MjIxQ0xOTXNhdGVsbGl0ZWdvb2QyOQo=
210625154221	CLNM	space_prob	killed	MjEwNjI1MTU0MjIxQ0xOTXNwYWNlX3Byb2JraWxsZWQyMzE0MQo=
210625154221	CLNM	telescope	excellent	MjEwNjI1MTU0MjIxQ0xOTXRlbGVzY29wZWV4Y2VsbGVudDIzMzg4Cg==
210625154221	CLNM	spaceship	killed	MjEwNjI1MTU0MjIxQ0xOTXNwYWNlc2hpcGtpbGxlZDczNjYK
210625154221	CLNM	satellite	faulty	MjEwNjI1MTU0MjIxQ0xOTXNhdGVsbGl0ZWZhdWx0eTMyMTMK
210625154221	CLNM	space_prob	good	MjEwNjI1MTU0MjIxQ0xOTXNwYWNlX3Byb2Jnb29kNDU2Cg==
210625154221	CLNM	telescope	killed	MjEwNjI1MTU0MjIxQ0xOTXRlbGVzY29wZWtpbGxlZDI1NzMwCg==
210625154221	CLNM	telescope	faulty	MjEwNjI1MTU0MjIxQ0xOTXRlbGVzY29wZWZhdWx0eTE2NTg5Cg==
210625154221	CLNM	telescope	faulty	MjEwNjI1MTU0MjIxQ0xOTXRlbGVzY29wZWZhdWx0eTIwMzY5Cg==
210625154221	CLNM	space_prob	good	MjEwNjI1MTU0MjIxQ0xOTXNwYWNlX3Byb2Jnb29kMjgwNjkK
210625154221	GALXONE	telescope	excellent	MjEwNjI1MTU0MjIxR0FMWE9ORXRlbGVzY29wZWV4Y2VsbGVudDYwOTkK
210625154221	GALXONE	engine	good	MjEwNjI1MTU0MjIxR0FMWE9ORWVuZ2luZWdvb2QxNTE2Ngo=
210625154221	GALXONE	rocket	excellent	MjEwNjI1MTU0MjIxR0FMWE9ORXJvY2tldGV4Y2VsbGVudDE3NzE1Cg==
210625154221	GALXONE	spaceship	good	MjEwNjI1MTU0MjIxR0FMWE9ORXNwYWNlc2hpcGdvb2QyOTAwMQo=
210625154221	GALXONE	space_prob	unknown	MjEwNjI1MTU0MjIxR0FMWE9ORXNwYWNlX3Byb2J1bmtub3duMTA4NQo=
210625154221	GALXONE	engine	faulty	MjEwNjI1MTU0MjIxR0FMWE9ORWVuZ2luZWZhdWx0eTE3MDk2Cg==
210625154221	GALXONE	telescope	unknown	MjEwNjI1MTU0MjIxR0FMWE9ORXRlbGVzY29wZXVua25vd24zMTE4NQo=
210625154221	GALXONE	spaceship	excellent	MjEwNjI1MTU0MjIxR0FMWE9ORXNwYWNlc2hpcGV4Y2VsbGVudDExODAzCg==
210625154221	GALXONE	space_prob	excellent	MjEwNjI1MTU0MjIxR0FMWE9ORXNwYWNlX3Byb2JleGNlbGxlbnQyNDU5Mgo=
210625154221	GALXONE	spaceship	killed	MjEwNjI1MTU0MjIxR0FMWE9ORXNwYWNlc2hpcGtpbGxlZDE3Njk0Cg==
210625154221	GALXONE	space_prob	warning	MjEwNjI1MTU0MjIxR0FMWE9ORXNwYWNlX3Byb2J3YXJuaW5nMjE4MzgK
210625154221	GALXONE	rocket	warning	MjEwNjI1MTU0MjIxR0FMWE9ORXJvY2tldHdhcm5pbmcxNDgxOQo=
210625154221	GALXONE	spaceship	warning	MjEwNjI1MTU0MjIxR0FMWE9ORXNwYWNlc2hpcHdhcm5pbmcyNTQ1Mwo=
210625154221	GALXONE	telescope	good	MjEwNjI1MTU0MjIxR0FMWE9ORXRlbGVzY29wZWdvb2QzMTk2Cg==
210625154221	GALXONE	engine	killed	MjEwNjI1MTU0MjIxR0FMWE9ORWVuZ2luZWtpbGxlZDIxNjI0Cg==
210625154221	GALXONE	satellite	faulty	MjEwNjI1MTU0MjIxR0FMWE9ORXNhdGVsbGl0ZWZhdWx0eTc4NzQK
210625154221	GALXONE	space_prob	warning	MjEwNjI1MTU0MjIxR0FMWE9ORXNwYWNlX3Byb2J3YXJuaW5nMTI5ODkK
210625154221	GALXONE	engine	killed	MjEwNjI1MTU0MjIxR0FMWE9ORWVuZ2luZWtpbGxlZDI0MzQ4Cg==
210625154221	GALXONE	space_prob	faulty	MjEwNjI1MTU0MjIxR0FMWE9ORXNwYWNlX3Byb2JmYXVsdHkxODI1MAo=
210625154221	GALXONE	spaceship	warning	MjEwNjI1MTU0MjIxR0FMWE9ORXNwYWNlc2hpcHdhcm5pbmc0MjkxCg==
210625154221	GALXONE	engine	faulty	MjEwNjI1MTU0MjIxR0FMWE9ORWVuZ2luZWZhdWx0eTE3NDU1Cg==
210625154221	GALXONE	space_prob	killed	MjEwNjI1MTU0MjIxR0FMWE9ORXNwYWNlX3Byb2JraWxsZWQyOTc0MQo=
210625154221	GALXONE	satellite	faulty	MjEwNjI1MTU0MjIxR0FMWE9ORXNhdGVsbGl0ZWZhdWx0eTEyMTc1Cg==
210625154221	GALXONE	satellite	good	MjEwNjI1MTU0MjIxR0FMWE9ORXNhdGVsbGl0ZWdvb2QyODU3Nwo=
210625154221	GALXONE	space_prob	unknown	MjEwNjI1MTU0MjIxR0FMWE9ORXNwYWNlX3Byb2J1bmtub3duMjIxOAo=
210625154221	GALXONE	satellite	unknown	MjEwNjI1MTU0MjIxR0FMWE9ORXNhdGVsbGl0ZXVua25vd242NDk3Cg==
210625154221	GALXONE	satellite	killed	MjEwNjI1MTU0MjIxR0FMWE9ORXNhdGVsbGl0ZWtpbGxlZDMwNjAwCg==
210625154221	GALXONE	telescope	faulty	MjEwNjI1MTU0MjIxR0FMWE9ORXRlbGVzY29wZWZhdWx0eTEzMzE3Cg==
210625154221	GALXONE	space_prob	killed	MjEwNjI1MTU0MjIxR0FMWE9ORXNwYWNlX3Byb2JraWxsZWQzMTM1Nwo=
210625154221	GALXONE	satellite	warning	MjEwNjI1MTU0MjIxR0FMWE9ORXNhdGVsbGl0ZXdhcm5pbmcxODE1Mwo=
210625154221	GALXONE	rocket	warning	MjEwNjI1MTU0MjIxR0FMWE9ORXJvY2tldHdhcm5pbmcxMDM4Mwo=
210625154221	GALXONE	telescope	warning	MjEwNjI1MTU0MjIxR0FMWE9ORXRlbGVzY29wZXdhcm5pbmc3MDk1Cg==
210625154221	GALXONE	satellite	killed	MjEwNjI1MTU0MjIxR0FMWE9ORXNhdGVsbGl0ZWtpbGxlZDY5MjAK
