date	mission	device_type	device_status	hash
210625154052	CLNM	satellite	warning	MjEwNjI1MTU0MDUyQ0xOTXNhdGVsbGl0ZXdhcm5pbmc2ODQyCg==
210625154052	CLNM	satellite	warning	MjEwNjI1MTU0MDUyQ0xOTXNhdGVsbGl0ZXdhcm5pbmc0NDYzCg==
210625154052	CLNM	engine	unknown	MjEwNjI1MTU0MDUyQ0xOTWVuZ2luZXVua25vd24yOTA4OQo=
210625154052	CLNM	rocket	good	MjEwNjI1MTU0MDUyQ0xOTXJvY2tldGdvb2QxMTg4OQo=
210625154052	CLNM	rocket	killed	MjEwNjI1MTU0MDUyQ0xOTXJvY2tldGtpbGxlZDM0NDkK
210625154052	CLNM	space_prob	excellent	MjEwNjI1MTU0MDUyQ0xOTXNwYWNlX3Byb2JleGNlbGxlbnQxMDA5NQo=
210625154052	CLNM	satellite	warning	MjEwNjI1MTU0MDUyQ0xOTXNhdGVsbGl0ZXdhcm5pbmcyNjkzNQo=
210625154052	CLNM	engine	unknown	MjEwNjI1MTU0MDUyQ0xOTWVuZ2luZXVua25vd24yNTIwMAo=
210625154052	CLNM	spaceship	excellent	MjEwNjI1MTU0MDUyQ0xOTXNwYWNlc2hpcGV4Y2VsbGVudDI3MjI0Cg==
210625154052	CLNM	spaceship	good	MjEwNjI1MTU0MDUyQ0xOTXNwYWNlc2hpcGdvb2QyMzI1MQo=
210625154052	CLNM	rocket	good	MjEwNjI1MTU0MDUyQ0xOTXJvY2tldGdvb2QzMzE4Cg==
210625154052	CLNM	spaceship	killed	MjEwNjI1MTU0MDUyQ0xOTXNwYWNlc2hpcGtpbGxlZDI3MDg5Cg==
210625154052	CLNM	spaceship	excellent	MjEwNjI1MTU0MDUyQ0xOTXNwYWNlc2hpcGV4Y2VsbGVudDIwNjU2Cg==
210625154052	CLNM	telescope	excellent	MjEwNjI1MTU0MDUyQ0xOTXRlbGVzY29wZWV4Y2VsbGVudDMxMDcxCg==
210625154052	CLNM	telescope	faulty	MjEwNjI1MTU0MDUyQ0xOTXRlbGVzY29wZWZhdWx0eTMyMDM2Cg==
210625154052	CLNM	space_prob	excellent	MjEwNjI1MTU0MDUyQ0xOTXNwYWNlX3Byb2JleGNlbGxlbnQyODQ4Cg==
210625154052	CLNM	spaceship	good	MjEwNjI1MTU0MDUyQ0xOTXNwYWNlc2hpcGdvb2QxNzgzMwo=
210625154052	CLNM	telescope	excellent	MjEwNjI1MTU0MDUyQ0xOTXRlbGVzY29wZWV4Y2VsbGVudDIzNjE1Cg==
210625154052	GALXONE	space_prob	warning	MjEwNjI1MTU0MDUyR0FMWE9ORXNwYWNlX3Byb2J3YXJuaW5nMjY4OTQK
210625154052	GALXONE	engine	excellent	MjEwNjI1MTU0MDUyR0FMWE9ORWVuZ2luZWV4Y2VsbGVudDEzOTA3Cg==
210625154052	GALXONE	space_prob	faulty	MjEwNjI1MTU0MDUyR0FMWE9ORXNwYWNlX3Byb2JmYXVsdHk0OTI5Cg==
210625154052	GALXONE	satellite	good	MjEwNjI1MTU0MDUyR0FMWE9ORXNhdGVsbGl0ZWdvb2QyNTQwCg==
210625154052	GALXONE	satellite	warning	MjEwNjI1MTU0MDUyR0FMWE9ORXNhdGVsbGl0ZXdhcm5pbmc4ODY4Cg==
210625154052	GALXONE	spaceship	warning	MjEwNjI1MTU0MDUyR0FMWE9ORXNwYWNlc2hpcHdhcm5pbmcyNTgyOQo=
