date	mission	device_type	device_status	hash
210625154103	CLNM	telescope	good	MjEwNjI1MTU0MTAzQ0xOTXRlbGVzY29wZWdvb2QzMDY3Mwo=
210625154103	CLNM	spaceship	warning	MjEwNjI1MTU0MTAzQ0xOTXNwYWNlc2hpcHdhcm5pbmcyODY2Mgo=
210625154103	CLNM	spaceship	faulty	MjEwNjI1MTU0MTAzQ0xOTXNwYWNlc2hpcGZhdWx0eTY5OTEK
210625154103	CLNM	telescope	faulty	MjEwNjI1MTU0MTAzQ0xOTXRlbGVzY29wZWZhdWx0eTI5MjAK
210625154103	CLNM	telescope	warning	MjEwNjI1MTU0MTAzQ0xOTXRlbGVzY29wZXdhcm5pbmc0NjI0Cg==
210625154103	CLNM	satellite	good	MjEwNjI1MTU0MTAzQ0xOTXNhdGVsbGl0ZWdvb2QzMTc2NQo=
210625154103	CLNM	space_prob	warning	MjEwNjI1MTU0MTAzQ0xOTXNwYWNlX3Byb2J3YXJuaW5nMjY3ODMK
210625154103	CLNM	spaceship	good	MjEwNjI1MTU0MTAzQ0xOTXNwYWNlc2hpcGdvb2QyNDI1Mgo=
210625154103	CLNM	spaceship	killed	MjEwNjI1MTU0MTAzQ0xOTXNwYWNlc2hpcGtpbGxlZDI3MTExCg==
210625154103	CLNM	engine	good	MjEwNjI1MTU0MTAzQ0xOTWVuZ2luZWdvb2QyNDM2NAo=
210625154103	CLNM	telescope	warning	MjEwNjI1MTU0MTAzQ0xOTXRlbGVzY29wZXdhcm5pbmcyNTI1Ngo=
210625154103	CLNM	telescope	excellent	MjEwNjI1MTU0MTAzQ0xOTXRlbGVzY29wZWV4Y2VsbGVudDUzNjUK
210625154103	CLNM	telescope	killed	MjEwNjI1MTU0MTAzQ0xOTXRlbGVzY29wZWtpbGxlZDEwNjk0Cg==
210625154103	CLNM	spaceship	excellent	MjEwNjI1MTU0MTAzQ0xOTXNwYWNlc2hpcGV4Y2VsbGVudDE1MTYyCg==
210625154103	CLNM	engine	warning	MjEwNjI1MTU0MTAzQ0xOTWVuZ2luZXdhcm5pbmcyNTI5NAo=
210625154103	CLNM	engine	faulty	MjEwNjI1MTU0MTAzQ0xOTWVuZ2luZWZhdWx0eTI2NzU4Cg==
210625154103	CLNM	spaceship	faulty	MjEwNjI1MTU0MTAzQ0xOTXNwYWNlc2hpcGZhdWx0eTEzMjc3Cg==
210625154103	CLNM	engine	faulty	MjEwNjI1MTU0MTAzQ0xOTWVuZ2luZWZhdWx0eTI2NTkzCg==
210625154103	CLNM	satellite	unknown	MjEwNjI1MTU0MTAzQ0xOTXNhdGVsbGl0ZXVua25vd24zMDE3OQo=
210625154103	CLNM	satellite	warning	MjEwNjI1MTU0MTAzQ0xOTXNhdGVsbGl0ZXdhcm5pbmc0NjIxCg==
210625154103	CLNM	spaceship	faulty	MjEwNjI1MTU0MTAzQ0xOTXNwYWNlc2hpcGZhdWx0eTY2NDcK
210625154103	CLNM	space_prob	faulty	MjEwNjI1MTU0MTAzQ0xOTXNwYWNlX3Byb2JmYXVsdHkxNTIxOAo=
210625154103	CLNM	engine	faulty	MjEwNjI1MTU0MTAzQ0xOTWVuZ2luZWZhdWx0eTExOTYxCg==
210625154103	CLNM	engine	unknown	MjEwNjI1MTU0MTAzQ0xOTWVuZ2luZXVua25vd24yMzE4Mwo=
