date	mission	device_type	device_status	hash
210625154218	CLNM	telescope	faulty	MjEwNjI1MTU0MjE4Q0xOTXRlbGVzY29wZWZhdWx0eTczMjQK
210625154218	CLNM	engine	unknown	MjEwNjI1MTU0MjE4Q0xOTWVuZ2luZXVua25vd241NzMwCg==
210625154218	CLNM	telescope	excellent	MjEwNjI1MTU0MjE4Q0xOTXRlbGVzY29wZWV4Y2VsbGVudDIxMzk2Cg==
210625154218	CLNM	satellite	unknown	MjEwNjI1MTU0MjE4Q0xOTXNhdGVsbGl0ZXVua25vd24yNzQ5Ngo=
210625154218	CLNM	engine	unknown	MjEwNjI1MTU0MjE4Q0xOTWVuZ2luZXVua25vd24xMzcwCg==
210625154218	CLNM	telescope	warning	MjEwNjI1MTU0MjE4Q0xOTXRlbGVzY29wZXdhcm5pbmczMTM5OQo=
210625154218	CLNM	telescope	unknown	MjEwNjI1MTU0MjE4Q0xOTXRlbGVzY29wZXVua25vd24zMTk1Mgo=
210625154218	CLNM	space_prob	warning	MjEwNjI1MTU0MjE4Q0xOTXNwYWNlX3Byb2J3YXJuaW5nMTcwMQo=
210625154218	CLNM	engine	killed	MjEwNjI1MTU0MjE4Q0xOTWVuZ2luZWtpbGxlZDI3Mjc0Cg==
210625154218	CLNM	rocket	killed	MjEwNjI1MTU0MjE4Q0xOTXJvY2tldGtpbGxlZDE1OTE0Cg==
210625154218	CLNM	space_prob	excellent	MjEwNjI1MTU0MjE4Q0xOTXNwYWNlX3Byb2JleGNlbGxlbnQ1MDg5Cg==
210625154218	CLNM	engine	warning	MjEwNjI1MTU0MjE4Q0xOTWVuZ2luZXdhcm5pbmc0MjUzCg==
210625154218	CLNM	spaceship	good	MjEwNjI1MTU0MjE4Q0xOTXNwYWNlc2hpcGdvb2Q2NzA3Cg==
210625154218	CLNM	satellite	faulty	MjEwNjI1MTU0MjE4Q0xOTXNhdGVsbGl0ZWZhdWx0eTExMTIK
210625154218	CLNM	telescope	excellent	MjEwNjI1MTU0MjE4Q0xOTXRlbGVzY29wZWV4Y2VsbGVudDY3NTcK
210625154218	CLNM	telescope	killed	MjEwNjI1MTU0MjE4Q0xOTXRlbGVzY29wZWtpbGxlZDUyMTcK
210625154218	CLNM	rocket	good	MjEwNjI1MTU0MjE4Q0xOTXJvY2tldGdvb2QxNDc2Mgo=
210625154218	CLNM	satellite	excellent	MjEwNjI1MTU0MjE4Q0xOTXNhdGVsbGl0ZWV4Y2VsbGVudDE2ODc1Cg==
210625154218	CLNM	spaceship	faulty	MjEwNjI1MTU0MjE4Q0xOTXNwYWNlc2hpcGZhdWx0eTI1MzgyCg==
210625154218	GALXONE	spaceship	good	MjEwNjI1MTU0MjE4R0FMWE9ORXNwYWNlc2hpcGdvb2QyMTYzCg==
210625154218	GALXONE	satellite	good	MjEwNjI1MTU0MjE4R0FMWE9ORXNhdGVsbGl0ZWdvb2QyMDkwNgo=
210625154218	GALXONE	satellite	unknown	MjEwNjI1MTU0MjE4R0FMWE9ORXNhdGVsbGl0ZXVua25vd24xODc2NQo=
210625154218	GALXONE	rocket	excellent	MjEwNjI1MTU0MjE4R0FMWE9ORXJvY2tldGV4Y2VsbGVudDI4NjU2Cg==
210625154218	GALXONE	engine	faulty	MjEwNjI1MTU0MjE4R0FMWE9ORWVuZ2luZWZhdWx0eTIxODQxCg==
210625154218	GALXONE	telescope	good	MjEwNjI1MTU0MjE4R0FMWE9ORXRlbGVzY29wZWdvb2QxMTUxCg==
210625154218	GALXONE	telescope	killed	MjEwNjI1MTU0MjE4R0FMWE9ORXRlbGVzY29wZWtpbGxlZDE4NTQxCg==
210625154218	GALXONE	engine	good	MjEwNjI1MTU0MjE4R0FMWE9ORWVuZ2luZWdvb2QyMzY1Mwo=
210625154218	GALXONE	satellite	killed	MjEwNjI1MTU0MjE4R0FMWE9ORXNhdGVsbGl0ZWtpbGxlZDIyOTYwCg==
210625154218	GALXONE	satellite	excellent	MjEwNjI1MTU0MjE4R0FMWE9ORXNhdGVsbGl0ZWV4Y2VsbGVudDY0NTUK
210625154218	GALXONE	spaceship	warning	MjEwNjI1MTU0MjE4R0FMWE9ORXNwYWNlc2hpcHdhcm5pbmcyNDAxCg==
210625154218	GALXONE	rocket	excellent	MjEwNjI1MTU0MjE4R0FMWE9ORXJvY2tldGV4Y2VsbGVudDIyMDUwCg==
210625154218	GALXONE	engine	unknown	MjEwNjI1MTU0MjE4R0FMWE9ORWVuZ2luZXVua25vd24yMDQyNQo=
210625154218	GALXONE	space_prob	good	MjEwNjI1MTU0MjE4R0FMWE9ORXNwYWNlX3Byb2Jnb29kMTAxMTIK
210625154218	GALXONE	satellite	unknown	MjEwNjI1MTU0MjE4R0FMWE9ORXNhdGVsbGl0ZXVua25vd242NjYzCg==
210625154218	GALXONE	telescope	unknown	MjEwNjI1MTU0MjE4R0FMWE9ORXRlbGVzY29wZXVua25vd24yMDM0MQo=
210625154218	GALXONE	spaceship	excellent	MjEwNjI1MTU0MjE4R0FMWE9ORXNwYWNlc2hpcGV4Y2VsbGVudDE3NDAzCg==
210625154218	GALXONE	satellite	killed	MjEwNjI1MTU0MjE4R0FMWE9ORXNhdGVsbGl0ZWtpbGxlZDEwNzc0Cg==
210625154218	GALXONE	satellite	faulty	MjEwNjI1MTU0MjE4R0FMWE9ORXNhdGVsbGl0ZWZhdWx0eTI5MDMwCg==
210625154218	GALXONE	spaceship	warning	MjEwNjI1MTU0MjE4R0FMWE9ORXNwYWNlc2hpcHdhcm5pbmcxNTA2Nwo=
210625154218	GALXONE	space_prob	unknown	MjEwNjI1MTU0MjE4R0FMWE9ORXNwYWNlX3Byb2J1bmtub3duMzAwNTkK
210625154218	GALXONE	satellite	faulty	MjEwNjI1MTU0MjE4R0FMWE9ORXNhdGVsbGl0ZWZhdWx0eTMxOTY1Cg==
210625154218	GALXONE	space_prob	killed	MjEwNjI1MTU0MjE4R0FMWE9ORXNwYWNlX3Byb2JraWxsZWQ4NzI2Cg==
210625154218	GALXONE	satellite	warning	MjEwNjI1MTU0MjE4R0FMWE9ORXNhdGVsbGl0ZXdhcm5pbmczMzA2Cg==
210625154218	GALXONE	telescope	excellent	MjEwNjI1MTU0MjE4R0FMWE9ORXRlbGVzY29wZWV4Y2VsbGVudDM3MDkK
210625154218	GALXONE	spaceship	faulty	MjEwNjI1MTU0MjE4R0FMWE9ORXNwYWNlc2hpcGZhdWx0eTEyMDc2Cg==
210625154218	GALXONE	space_prob	killed	MjEwNjI1MTU0MjE4R0FMWE9ORXNwYWNlX3Byb2JraWxsZWQ2Mzc0Cg==
210625154218	GALXONE	engine	excellent	MjEwNjI1MTU0MjE4R0FMWE9ORWVuZ2luZWV4Y2VsbGVudDEyMTMwCg==
210625154218	GALXONE	satellite	faulty	MjEwNjI1MTU0MjE4R0FMWE9ORXNhdGVsbGl0ZWZhdWx0eTkzOTgK
210625154218	ORBONE	engine	unknown	MjEwNjI1MTU0MjE4T1JCT05FZW5naW5ldW5rbm93bjIyMTcyCg==
210625154218	ORBONE	rocket	killed	MjEwNjI1MTU0MjE4T1JCT05Fcm9ja2V0a2lsbGVkMTIwNDEK
210625154218	ORBONE	engine	faulty	MjEwNjI1MTU0MjE4T1JCT05FZW5naW5lZmF1bHR5MjYxODQK
210625154218	ORBONE	engine	warning	MjEwNjI1MTU0MjE4T1JCT05FZW5naW5ld2FybmluZzI1OTY0Cg==
210625154218	ORBONE	telescope	excellent	MjEwNjI1MTU0MjE4T1JCT05FdGVsZXNjb3BlZXhjZWxsZW50MzAxMzUK
210625154218	ORBONE	space_prob	good	MjEwNjI1MTU0MjE4T1JCT05Fc3BhY2VfcHJvYmdvb2Q2MDY2Cg==
210625154218	ORBONE	engine	good	MjEwNjI1MTU0MjE4T1JCT05FZW5naW5lZ29vZDQyMzcK
210625154218	ORBONE	space_prob	unknown	MjEwNjI1MTU0MjE4T1JCT05Fc3BhY2VfcHJvYnVua25vd24xNzExCg==
210625154218	ORBONE	spaceship	warning	MjEwNjI1MTU0MjE4T1JCT05Fc3BhY2VzaGlwd2FybmluZzMxNTkyCg==
210625154218	ORBONE	engine	killed	MjEwNjI1MTU0MjE4T1JCT05FZW5naW5la2lsbGVkMjc4MjUK
210625154218	ORBONE	telescope	good	MjEwNjI1MTU0MjE4T1JCT05FdGVsZXNjb3BlZ29vZDI0OTQwCg==
210625154218	ORBONE	telescope	warning	MjEwNjI1MTU0MjE4T1JCT05FdGVsZXNjb3Bld2FybmluZzMwMDUzCg==
210625154218	ORBONE	spaceship	excellent	MjEwNjI1MTU0MjE4T1JCT05Fc3BhY2VzaGlwZXhjZWxsZW50MTM1NTQK
210625154218	ORBONE	satellite	excellent	MjEwNjI1MTU0MjE4T1JCT05Fc2F0ZWxsaXRlZXhjZWxsZW50NDk5Ngo=
210625154218	ORBONE	spaceship	excellent	MjEwNjI1MTU0MjE4T1JCT05Fc3BhY2VzaGlwZXhjZWxsZW50MzIwOQo=
210625154218	ORBONE	rocket	good	MjEwNjI1MTU0MjE4T1JCT05Fcm9ja2V0Z29vZDU4NzUK
