date	mission	device_type	device_status	hash
210625154048	CLNM	telescope	faulty	MjEwNjI1MTU0MDQ4Q0xOTXRlbGVzY29wZWZhdWx0eTE0NDIzCg==
210625154048	CLNM	satellite	warning	MjEwNjI1MTU0MDQ4Q0xOTXNhdGVsbGl0ZXdhcm5pbmcyMDIyMwo=
210625154048	CLNM	spaceship	unknown	MjEwNjI1MTU0MDQ4Q0xOTXNwYWNlc2hpcHVua25vd24zMjQwOAo=
210625154048	CLNM	engine	warning	MjEwNjI1MTU0MDQ4Q0xOTWVuZ2luZXdhcm5pbmcxMzU3OAo=
210625154048	CLNM	satellite	good	MjEwNjI1MTU0MDQ4Q0xOTXNhdGVsbGl0ZWdvb2QxMTUzMgo=
210625154048	CLNM	spaceship	excellent	MjEwNjI1MTU0MDQ4Q0xOTXNwYWNlc2hpcGV4Y2VsbGVudDI1NTY4Cg==
210625154048	CLNM	telescope	good	MjEwNjI1MTU0MDQ4Q0xOTXRlbGVzY29wZWdvb2QxNDIzMQo=
210625154048	CLNM	space_prob	faulty	MjEwNjI1MTU0MDQ4Q0xOTXNwYWNlX3Byb2JmYXVsdHkxNjMxNgo=
210625154048	CLNM	engine	killed	MjEwNjI1MTU0MDQ4Q0xOTWVuZ2luZWtpbGxlZDI4MzM1Cg==
210625154048	CLNM	engine	killed	MjEwNjI1MTU0MDQ4Q0xOTWVuZ2luZWtpbGxlZDI0Njc4Cg==
210625154048	CLNM	telescope	excellent	MjEwNjI1MTU0MDQ4Q0xOTXRlbGVzY29wZWV4Y2VsbGVudDU5MTUK
210625154048	CLNM	rocket	excellent	MjEwNjI1MTU0MDQ4Q0xOTXJvY2tldGV4Y2VsbGVudDE4NjcK
210625154048	CLNM	telescope	unknown	MjEwNjI1MTU0MDQ4Q0xOTXRlbGVzY29wZXVua25vd24yNzg1NAo=
210625154048	CLNM	rocket	warning	MjEwNjI1MTU0MDQ4Q0xOTXJvY2tldHdhcm5pbmczMDkyCg==
210625154048	CLNM	space_prob	unknown	MjEwNjI1MTU0MDQ4Q0xOTXNwYWNlX3Byb2J1bmtub3duMzAzNTkK
210625154048	CLNM	spaceship	unknown	MjEwNjI1MTU0MDQ4Q0xOTXNwYWNlc2hpcHVua25vd24xNjc1MAo=
210625154048	CLNM	satellite	faulty	MjEwNjI1MTU0MDQ4Q0xOTXNhdGVsbGl0ZWZhdWx0eTIxNjEyCg==
210625154048	CLNM	space_prob	good	MjEwNjI1MTU0MDQ4Q0xOTXNwYWNlX3Byb2Jnb29kMTU5NDgK
210625154048	CLNM	engine	killed	MjEwNjI1MTU0MDQ4Q0xOTWVuZ2luZWtpbGxlZDEwMTcK
210625154048	CLNM	rocket	faulty	MjEwNjI1MTU0MDQ4Q0xOTXJvY2tldGZhdWx0eTI5Nzc3Cg==
210625154048	CLNM	telescope	good	MjEwNjI1MTU0MDQ4Q0xOTXRlbGVzY29wZWdvb2QxNDg1Mwo=
210625154048	CLNM	space_prob	faulty	MjEwNjI1MTU0MDQ4Q0xOTXNwYWNlX3Byb2JmYXVsdHkxODkxNAo=
210625154048	CLNM	spaceship	unknown	MjEwNjI1MTU0MDQ4Q0xOTXNwYWNlc2hpcHVua25vd24zMDI3MQo=
210625154048	CLNM	space_prob	faulty	MjEwNjI1MTU0MDQ4Q0xOTXNwYWNlX3Byb2JmYXVsdHkxOTI2OQo=
210625154048	CLNM	engine	killed	MjEwNjI1MTU0MDQ4Q0xOTWVuZ2luZWtpbGxlZDEwNTc5Cg==
210625154048	CLNM	satellite	unknown	MjEwNjI1MTU0MDQ4Q0xOTXNhdGVsbGl0ZXVua25vd24xNDk4OQo=
210625154048	CLNM	satellite	excellent	MjEwNjI1MTU0MDQ4Q0xOTXNhdGVsbGl0ZWV4Y2VsbGVudDQ1OTkK
210625154048	CLNM	space_prob	unknown	MjEwNjI1MTU0MDQ4Q0xOTXNwYWNlX3Byb2J1bmtub3duMjYyNTIK
210625154048	CLNM	telescope	good	MjEwNjI1MTU0MDQ4Q0xOTXRlbGVzY29wZWdvb2QyMDIwCg==
210625154048	CLNM	rocket	excellent	MjEwNjI1MTU0MDQ4Q0xOTXJvY2tldGV4Y2VsbGVudDMyNzM1Cg==
210625154048	GALXONE	spaceship	unknown	MjEwNjI1MTU0MDQ4R0FMWE9ORXNwYWNlc2hpcHVua25vd24yODUxNwo=
210625154048	GALXONE	satellite	excellent	MjEwNjI1MTU0MDQ4R0FMWE9ORXNhdGVsbGl0ZWV4Y2VsbGVudDE0OTgzCg==
210625154048	GALXONE	engine	unknown	MjEwNjI1MTU0MDQ4R0FMWE9ORWVuZ2luZXVua25vd24yNDE3OAo=
210625154048	GALXONE	rocket	faulty	MjEwNjI1MTU0MDQ4R0FMWE9ORXJvY2tldGZhdWx0eTEzNDk3Cg==
210625154048	GALXONE	engine	warning	MjEwNjI1MTU0MDQ4R0FMWE9ORWVuZ2luZXdhcm5pbmc5MjMyCg==
210625154048	GALXONE	telescope	killed	MjEwNjI1MTU0MDQ4R0FMWE9ORXRlbGVzY29wZWtpbGxlZDE1NjE1Cg==
210625154048	GALXONE	satellite	good	MjEwNjI1MTU0MDQ4R0FMWE9ORXNhdGVsbGl0ZWdvb2QyNzE4Nwo=
210625154048	GALXONE	space_prob	faulty	MjEwNjI1MTU0MDQ4R0FMWE9ORXNwYWNlX3Byb2JmYXVsdHkxMjU4Mgo=
210625154048	GALXONE	engine	killed	MjEwNjI1MTU0MDQ4R0FMWE9ORWVuZ2luZWtpbGxlZDE1MzI1Cg==
210625154048	GALXONE	engine	killed	MjEwNjI1MTU0MDQ4R0FMWE9ORWVuZ2luZWtpbGxlZDIyNzQ2Cg==
210625154048	GALXONE	rocket	unknown	MjEwNjI1MTU0MDQ4R0FMWE9ORXJvY2tldHVua25vd24yODYzOAo=
210625154048	GALXONE	engine	warning	MjEwNjI1MTU0MDQ4R0FMWE9ORWVuZ2luZXdhcm5pbmc5NDE3Cg==
210625154048	GALXONE	satellite	warning	MjEwNjI1MTU0MDQ4R0FMWE9ORXNhdGVsbGl0ZXdhcm5pbmczMTg0Mgo=
210625154048	GALXONE	space_prob	killed	MjEwNjI1MTU0MDQ4R0FMWE9ORXNwYWNlX3Byb2JraWxsZWQyNDg5Ngo=
210625154048	GALXONE	spaceship	killed	MjEwNjI1MTU0MDQ4R0FMWE9ORXNwYWNlc2hpcGtpbGxlZDExNzUK
210625154048	GALXONE	spaceship	faulty	MjEwNjI1MTU0MDQ4R0FMWE9ORXNwYWNlc2hpcGZhdWx0eTIxNDc0Cg==
210625154048	GALXONE	spaceship	faulty	MjEwNjI1MTU0MDQ4R0FMWE9ORXNwYWNlc2hpcGZhdWx0eTQ4OTUK
210625154048	GALXONE	rocket	excellent	MjEwNjI1MTU0MDQ4R0FMWE9ORXJvY2tldGV4Y2VsbGVudDI5MTU4Cg==
210625154048	GALXONE	space_prob	good	MjEwNjI1MTU0MDQ4R0FMWE9ORXNwYWNlX3Byb2Jnb29kMjk3OTYK
210625154048	GALXONE	spaceship	excellent	MjEwNjI1MTU0MDQ4R0FMWE9ORXNwYWNlc2hpcGV4Y2VsbGVudDExMDMzCg==
